x,D,y,L,r_a,a_x_C,a_x_R,a_rand_C,a_rand_R,A_tilde_x_C,A_tilde_x_R,r_x_C,r_x_R,U,S_star_x_C,S_star_x_R,S_x_C,S_x_R,S_x,p_bar_x_C,p_bar_x_R,L_x_C,f_bar_x_R,n_x,URBAN,COM,SHADE,SHADEU,X,HEIGHT_C,HEIGHT_R,llv2000,llv2009,llv1990,_merge,CONVBIN,BHEIGHT_C,BHEIGHT_R,BS_x,BS_x_R,BS_x_C,r_x,lr_x,Bllv2000,Blr_x,TS_x,TS_x_C,comshare_CONVBIN,res
-12.43,12.43,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.605024,,,,,,,,,0.0,0.0,0.0,0.0,-12.43,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.42,12.42,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.613789,,,,,,,,,0.0,0.0,0.0,0.0,-12.42,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.41,12.41,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.622566,,,,,,,,,0.0,0.0,0.0,0.0,-12.41,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.4,12.4,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.631329,,,,,,,,,0.0,0.0,0.0,0.0,-12.4,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.39,12.39,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.640108,,,,,,,,,0.0,0.0,0.0,0.0,-12.39,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.38,12.38,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.648878,,,,,,,,,0.0,0.0,0.0,0.0,-12.38,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.37,12.37,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.657665,,,,,,,,,0.0,0.0,0.0,0.0,-12.37,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.36,12.36,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.66644,,,,,,,,,0.0,0.0,0.0,0.0,-12.36,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.35,12.35,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.675224,,,,,,,,,0.0,0.0,0.0,0.0,-12.35,,,,,,Master only (1),-12.4,,,,,,0.0,,,,0.0,0.0,,0.0
-12.34,12.34,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.684006,,,,,,,,,0.0,0.0,0.0,0.0,-12.34,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.33,12.33,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.692799,,,,,,,,,0.0,0.0,0.0,0.0,-12.33,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.32,12.32,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.701595,,,,,,,,,0.0,0.0,0.0,0.0,-12.32,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.31,12.31,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.710392,,,,,,,,,0.0,0.0,0.0,0.0,-12.31,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.3,12.3,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.719177,,,,,,,,,0.0,0.0,0.0,0.0,-12.3,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.29,12.29,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.727983,,,,,,,,,0.0,0.0,0.0,0.0,-12.29,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.28,12.28,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.736784,,,,,,,,,0.0,0.0,0.0,0.0,-12.28,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.27,12.27,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.745592,,,,,,,,,0.0,0.0,0.0,0.0,-12.27,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.26,12.26,2.10701,1.00469056e+06,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,28.7544,,,,,,,,,0.0,0.0,0.0,0.0,-12.26,,,,,,Master only (1),-12.3,,,,,,0.0,,,,0.0,0.0,,0.0
-12.25,12.25,2.10701,1.00469056e+06,30.0,0.0,9.632534,0.0,1.0899479,0.0,1.025192,0.0,77.29709,2.0,,22.31011,,22.31011,22.31011,,12.872198,,0.05565354,400.87497,1.0,0.0,0.0,2001.0,-12.25,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.29709,4.3476562,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.24,12.24,2.10701,1.00469056e+06,30.0,0.0,9.632656,0.0,1.0898981,0.0,1.0251964,0.0,77.300255,2.0,,22.3107,,22.3107,22.3107,,12.872385,,0.05565273,400.8914,1.0,0.0,0.0,2001.0,-12.24,,27.0,2.656522,4.1192102,2.3025851,Matched (3),-12.2,,27.0,22.315199,22.315199,,77.300255,4.3476973,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.23,12.23,2.10701,1.00469056e+06,30.0,0.0,9.632762,0.0,1.0898477,0.0,1.0252002,0.0,77.30299,2.0,,22.311209,,22.311209,22.311209,,12.872547,,0.05565203,400.90558,1.0,0.0,0.0,2001.0,-12.23,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.30299,4.3477325,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.22,12.22,2.10701,1.00469056e+06,30.0,0.0,9.632887,0.0,1.089798,0.0,1.0252048,0.0,77.30624,2.0,,22.311811,,22.311811,22.311811,,12.872739,,0.0556512,400.9224,1.0,0.0,0.0,2001.0,-12.22,,27.0,2.814608,4.3385267,2.4849067,Matched (3),-12.2,,27.0,22.315199,22.315199,,77.30624,4.3477745,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.21,12.21,2.10701,1.00469056e+06,30.0,0.0,9.633012,0.0,1.0897484,0.0,1.0252093,0.0,77.30947,2.0,,22.312416,,22.312416,22.312416,,12.87293,,0.055650376,400.93918,1.0,0.0,0.0,2001.0,-12.21,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.30947,4.3478165,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.2,12.2,2.10701,1.00469056e+06,30.0,0.0,9.633118,0.0,1.089698,0.0,1.0252131,0.0,77.31221,2.0,,22.312925,,22.312925,22.312925,,12.873092,,0.055649675,400.95337,1.0,0.0,0.0,2001.0,-12.2,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.31221,4.3478518,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.19,12.19,2.10701,1.00469056e+06,30.0,0.0,9.633233,0.0,1.0896479,0.0,1.0252173,0.0,77.3152,2.0,,22.313482,,22.313482,22.313482,,12.873269,,0.055648908,400.9689,1.0,0.0,0.0,2001.0,-12.19,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.3152,4.3478904,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.18,12.18,2.10701,1.00469056e+06,30.0,0.0,9.633358,0.0,1.0895982,0.0,1.0252218,0.0,77.31844,2.0,,22.314085,,22.314085,22.314085,,12.87346,,0.055648085,400.9857,1.0,0.0,0.0,2001.0,-12.18,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.31844,4.3479323,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.17,12.17,2.10701,1.00469056e+06,30.0,0.0,9.63348,0.0,1.0895483,0.0,1.0252262,0.0,77.32161,2.0,,22.314674,,22.314674,22.314674,,12.873647,,0.055647276,401.0021,1.0,0.0,0.0,2001.0,-12.17,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.32161,4.3479733,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.16,12.16,2.10701,1.00469056e+06,30.0,0.0,9.633589,0.0,1.0894982,0.0,1.0252302,0.0,77.324425,2.0,,22.315199,,22.315199,22.315199,,12.873814,,0.055646554,401.01672,1.0,0.0,0.0,2001.0,-12.16,,27.0,,,,Master only (1),-12.2,,27.0,22.315199,22.315199,,77.324425,4.34801,-1.0995522,-0.30093867,223.12662,0.0,0.0,1.0
-12.15,12.15,2.10701,1.00469056e+06,30.0,0.0,8.815081,0.0,1.0570457,0.0,0.9947418,0.0,58.048923,2.0,,18.546572,,18.546572,18.546572,,11.628449,,0.061606094,301.05093,1.0,0.0,0.0,2001.0,-12.15,,22.0,2.8232815,4.3324747,2.4849067,Matched (3),-12.1,,22.0,18.552927,18.552927,,58.048923,4.061286,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.14,12.14,2.10701,1.00469056e+06,30.0,0.0,8.815226,0.0,1.0569987,0.0,0.99474734,0.0,58.052006,2.0,,18.547207,,18.547207,18.547207,,11.628668,,0.06160494,301.0669,1.0,0.0,0.0,2001.0,-12.14,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.052006,4.0613394,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.13,12.13,2.10701,1.00469056e+06,30.0,0.0,8.815367,0.0,1.0569516,0.0,0.99475276,0.0,58.055008,2.0,,18.547827,,18.547827,18.547827,,11.628881,,0.061603807,301.0825,1.0,0.0,0.0,2001.0,-12.13,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.055008,4.061391,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.12,12.12,2.10701,1.00469056e+06,30.0,0.0,8.815502,0.0,1.0569043,0.0,0.99475795,0.0,58.057888,2.0,,18.54842,,18.54842,18.54842,,11.6290865,,0.06160272,301.0974,1.0,0.0,0.0,2001.0,-12.12,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.057888,4.0614405,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.11,12.11,2.10701,1.00469056e+06,30.0,0.0,8.815659,0.0,1.0568578,0.0,0.994764,0.0,58.061214,2.0,,18.549105,,18.549105,18.549105,,11.629323,,0.061601467,301.11465,1.0,0.0,0.0,2001.0,-12.11,,22.0,1.8348584,2.7362297,0.7419373,Matched (3),-12.1,,22.0,18.552927,18.552927,,58.061214,4.0614977,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.1,12.1,2.10701,1.00469056e+06,30.0,0.0,8.815794,0.0,1.0568105,0.0,0.99476916,0.0,58.064095,2.0,,18.5497,,18.5497,18.5497,,11.629527,,0.061600387,301.1296,1.0,0.0,0.0,2001.0,-12.1,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.064095,4.0615473,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.09,12.09,2.10701,1.00469056e+06,30.0,0.0,8.815943,0.0,1.0567638,0.0,0.9947749,0.0,58.067257,2.0,,18.550352,,18.550352,18.550352,,11.629752,,0.061599195,301.14603,1.0,0.0,0.0,2001.0,-12.09,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.067257,4.061602,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.08,12.08,2.10701,1.00469056e+06,30.0,0.0,8.816091,0.0,1.0567169,0.0,0.99478054,0.0,58.0704,2.0,,18.550999,,18.550999,18.550999,,11.629975,,0.06159801,301.1623,1.0,0.0,0.0,2001.0,-12.08,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.0704,4.061656,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.07,12.07,2.10701,1.00469056e+06,30.0,0.0,8.816232,0.0,1.0566698,0.0,0.99478596,0.0,58.073402,2.0,,18.551619,,18.551619,18.551619,,11.630189,,0.06159688,301.1779,1.0,0.0,0.0,2001.0,-12.07,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.073402,4.061708,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.06,12.06,2.10701,1.00469056e+06,30.0,0.0,8.816378,0.0,1.056623,0.0,0.99479157,0.0,58.076508,2.0,,18.552258,,18.552258,18.552258,,11.630409,,0.061595716,301.19397,1.0,0.0,0.0,2001.0,-12.06,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.076508,4.0617614,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.05,12.05,2.10701,1.00469056e+06,30.0,0.0,8.81653,0.0,1.0565764,0.0,0.9947974,0.0,58.079754,2.0,,18.552927,,18.552927,18.552927,,11.63064,,0.06159449,301.21082,1.0,0.0,0.0,2001.0,-12.05,,22.0,,,,Master only (1),-12.1,,22.0,18.552927,18.552927,,58.079754,4.061817,-1.0995522,-0.58713156,204.04698,0.0,0.0,1.0
-12.04,12.04,2.10701,1.00469056e+06,30.0,0.0,9.152552,0.0,1.0700456,0.0,1.0075295,0.0,65.53615,2.0,,20.056498,,20.056498,20.056498,,12.1399555,,0.05901038,339.88086,1.0,0.0,0.0,2001.0,-12.04,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.53615,4.182602,,-0.4659658,180.53078,0.0,0.0,1.0
-12.03,12.03,2.10701,1.00469056e+06,30.0,0.0,9.152692,0.0,1.0699977,0.0,1.0075347,0.0,65.53939,2.0,,20.057138,,20.057138,20.057138,,12.140168,,0.059009343,339.89767,1.0,0.0,0.0,2001.0,-12.03,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.53939,4.1826515,,-0.4659658,180.53078,0.0,0.0,1.0
-12.02,12.02,2.10701,1.00469056e+06,30.0,0.0,9.152835,0.0,1.0699499,0.0,1.0075401,0.0,65.5427,2.0,,20.05779,,20.05779,20.05779,,12.140386,,0.059008285,339.91483,1.0,0.0,0.0,2001.0,-12.02,,24.0,,,,Matched (3),-12.0,,24.0,20.061428,20.061428,,65.5427,4.182702,,-0.4659658,180.53078,0.0,0.0,1.0
-12.01,12.01,2.10701,1.00469056e+06,30.0,0.0,9.152956,0.0,1.0699012,0.0,1.0075446,0.0,65.5455,2.0,,20.058344,,20.058344,20.058344,,12.14057,,0.05900739,339.92935,1.0,0.0,0.0,2001.0,-12.01,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.5455,4.1827445,,-0.4659658,180.53078,0.0,0.0,1.0
-12.0,12.0,2.10701,1.00469056e+06,30.0,0.0,9.153099,0.0,1.0698534,0.0,1.00755,0.0,65.548805,2.0,,20.058998,,20.058998,20.058998,,12.140787,,0.059006337,339.9465,1.0,0.0,0.0,2001.0,-12.0,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.548805,4.182795,,-0.4659658,180.53078,0.0,0.0,1.0
-11.99,11.99,2.10701,1.00469056e+06,30.0,0.0,9.15323,0.0,1.0698051,0.0,1.0075549,0.0,65.55183,2.0,,20.059593,,20.059593,20.059593,,12.140986,,0.05900537,339.96216,1.0,0.0,0.0,2001.0,-11.99,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.55183,4.1828413,,-0.4659658,180.53078,0.0,0.0,1.0
-11.98,11.98,2.10701,1.00469056e+06,30.0,0.0,9.1533575,0.0,1.0697567,0.0,1.0075597,0.0,65.55479,2.0,,20.060177,,20.060177,20.060177,,12.14118,,0.059004426,339.9775,1.0,0.0,0.0,2001.0,-11.98,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.55479,4.182886,,-0.4659658,180.53078,0.0,0.0,1.0
-11.97,11.97,2.10701,1.00469056e+06,30.0,0.0,9.153495,0.0,1.0697086,0.0,1.0075648,0.0,65.55796,2.0,,20.060804,,20.060804,20.060804,,12.141389,,0.059003413,339.99396,1.0,0.0,0.0,2001.0,-11.97,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.55796,4.1829348,,-0.4659658,180.53078,0.0,0.0,1.0
-11.96,11.96,2.10701,1.00469056e+06,30.0,0.0,9.153631,0.0,1.0696605,0.0,1.0075699,0.0,65.56111,2.0,,20.061428,,20.061428,20.061428,,12.141597,,0.0590024,340.01038,1.0,0.0,0.0,2001.0,-11.96,,24.0,,,,Master only (1),-12.0,,24.0,20.061428,20.061428,,65.56111,4.182983,,-0.4659658,180.53078,0.0,0.0,1.0
-11.95,11.95,2.10701,1.00469056e+06,30.0,0.0,11.095542,0.0,1.1419129,0.0,1.075682,0.0,122.02806,2.0,,29.952631,,29.952631,29.952631,,15.13617,,0.047329236,632.8569,1.0,0.0,0.0,2001.0,-11.95,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.02806,4.804251,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.94,11.94,2.10701,1.00469056e+06,30.0,0.0,11.095621,0.0,1.1418587,0.0,1.0756847,0.0,122.03087,2.0,,29.953075,,29.953075,29.953075,,15.136294,,0.04732885,632.8714,1.0,0.0,0.0,2001.0,-11.94,,37.0,2.9642596,4.70893,2.8903718,Matched (3),-11.9,,37.0,29.957264,29.957264,,122.03087,4.804274,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.93,11.93,2.10701,1.00469056e+06,30.0,0.0,11.095697,0.0,1.1418042,0.0,1.0756872,0.0,122.03358,2.0,,29.953505,,29.953505,29.953505,,15.136414,,0.047328476,632.88544,1.0,0.0,0.0,2001.0,-11.93,,37.0,2.9573734,4.482451,2.6390574,Matched (3),-11.9,,37.0,29.957264,29.957264,,122.03358,4.804296,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.92,11.92,2.10701,1.00469056e+06,30.0,0.0,11.09578,0.0,1.1417501,0.0,1.0756899,0.0,122.03652,2.0,,29.953972,,29.953972,29.953972,,15.136543,,0.04732807,632.90076,1.0,0.0,0.0,2001.0,-11.92,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.03652,4.8043203,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.91,11.91,2.10701,1.00469056e+06,30.0,0.0,11.095875,0.0,1.1416962,0.0,1.075693,0.0,122.03988,2.0,,29.954502,,29.954502,29.954502,,15.136691,,0.047327608,632.91815,1.0,0.0,0.0,2001.0,-11.91,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.03988,4.804348,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.9,11.9,2.10701,1.00469056e+06,30.0,0.0,11.095954,0.0,1.141642,0.0,1.0756956,0.0,122.04269,2.0,,29.954948,,29.954948,29.954948,,15.136815,,0.04732722,632.93274,1.0,0.0,0.0,2001.0,-11.9,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.04269,4.804371,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.89,11.89,2.10701,1.00469056e+06,30.0,0.0,11.096037,0.0,1.1415879,0.0,1.0756984,0.0,122.04564,2.0,,29.955414,,29.955414,29.955414,,15.136945,,0.047326814,632.948,1.0,0.0,0.0,2001.0,-11.89,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.04564,4.804395,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.88,11.88,2.10701,1.00469056e+06,30.0,0.0,11.096117,0.0,1.1415335,0.0,1.075701,0.0,122.048485,2.0,,29.955864,,29.955864,29.955864,,15.13707,,0.047326423,632.96277,1.0,0.0,0.0,2001.0,-11.88,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.048485,4.8044186,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.87,11.87,2.10701,1.00469056e+06,30.0,0.0,11.096182,0.0,1.1414787,0.0,1.0757031,0.0,122.05079,2.0,,29.95623,,29.95623,29.95623,,15.137171,,0.047326107,632.97473,1.0,0.0,0.0,2001.0,-11.87,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.05079,4.804437,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.86,11.86,2.10701,1.00469056e+06,30.0,0.0,11.096283,0.0,1.1414251,0.0,1.0757065,0.0,122.054375,2.0,,29.956799,,29.956799,29.956799,,15.137329,,0.04732561,632.9934,1.0,0.0,0.0,2001.0,-11.86,,37.0,2.9573734,4.482451,2.6390574,Matched (3),-11.9,,37.0,29.957264,29.957264,,122.054375,4.8044667,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.85,11.85,2.10701,1.00469056e+06,30.0,0.0,11.096366,0.0,1.141371,0.0,1.0757092,0.0,122.05732,2.0,,29.957264,,29.957264,29.957264,,15.137459,,0.047325205,633.00867,1.0,0.0,0.0,2001.0,-11.85,,37.0,,,,Master only (1),-11.9,,37.0,29.957264,29.957264,,122.05732,4.8044906,-0.694087,0.15554182,329.5042,0.0,0.0,1.0
-11.84,11.84,2.10701,1.00469056e+06,30.0,0.0,10.959236,0.0,1.1364988,0.0,1.0711708,0.0,117.25322,2.0,,29.191147,,29.191147,29.191147,,14.923302,,0.048004348,608.0938,1.0,0.0,0.0,2001.0,-11.84,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.25322,4.7643356,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.83,11.83,2.10701,1.00469056e+06,30.0,0.0,10.95934,0.0,1.1364456,0.0,1.0711743,0.0,117.25681,2.0,,29.191723,,29.191723,29.191723,,14.923464,,0.048003826,608.1124,1.0,0.0,0.0,2001.0,-11.83,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.25681,4.7643666,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.82,11.82,2.10701,1.00469056e+06,30.0,0.0,10.95943,0.0,1.1363919,0.0,1.0711772,0.0,117.25991,2.0,,29.19222,,29.19222,29.19222,,14.923604,,0.048003376,608.1285,1.0,0.0,0.0,2001.0,-11.82,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.25991,4.764393,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.81,11.81,2.10701,1.00469056e+06,30.0,0.0,10.959517,0.0,1.1363381,0.0,1.0711801,0.0,117.26291,2.0,,29.192701,,29.192701,29.192701,,14.923739,,0.04800294,608.14404,1.0,0.0,0.0,2001.0,-11.81,,36.0,2.9573734,4.482451,2.6390574,Matched (3),-11.8,,36.0,29.19519,29.19519,,117.26291,4.7644186,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.8,11.8,2.10701,1.00469056e+06,30.0,0.0,10.95961,0.0,1.1362846,0.0,1.0711832,0.0,117.266136,2.0,,29.19322,,29.19322,29.19322,,14.923885,,0.04800247,608.16077,1.0,0.0,0.0,2001.0,-11.8,,36.0,3.0408363,4.606159,2.7725887,Matched (3),-11.8,,36.0,29.19519,29.19519,,117.266136,4.764446,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.79,11.79,2.10701,1.00469056e+06,30.0,0.0,10.9597025,0.0,1.1362311,0.0,1.0711863,0.0,117.26933,2.0,,29.193733,,29.193733,29.193733,,14.924029,,0.04800201,608.1773,1.0,0.0,0.0,2001.0,-11.79,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.26933,4.7644734,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.78,11.78,2.10701,1.00469056e+06,30.0,0.0,10.959792,0.0,1.1361774,0.0,1.0711893,0.0,117.27243,2.0,,29.194231,,29.194231,29.194231,,14.92417,,0.048001558,608.1934,1.0,0.0,0.0,2001.0,-11.78,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.27243,4.7644997,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.77,11.77,2.10701,1.00469056e+06,30.0,0.0,10.959875,0.0,1.1361235,0.0,1.071192,0.0,117.2753,2.0,,29.194693,,29.194693,29.194693,,14.924298,,0.04800114,608.2083,1.0,0.0,0.0,2001.0,-11.77,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.2753,4.764524,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.76,11.76,2.10701,1.00469056e+06,30.0,0.0,10.959965,0.0,1.1360699,0.0,1.071195,0.0,117.2784,2.0,,29.19519,,29.19519,29.19519,,14.924438,,0.04800069,608.2244,1.0,0.0,0.0,2001.0,-11.76,,36.0,,,,Master only (1),-11.8,,36.0,29.19519,29.19519,,117.2784,4.7645507,-0.8118701,0.11560195,262.73886,0.0,0.0,1.0
-11.75,11.75,2.10701,1.00469056e+06,30.0,0.0,8.82083,0.0,1.0551676,0.0,0.99496233,0.0,58.171276,2.0,,18.571783,,18.571783,18.571783,,11.63714,,0.061560087,301.68546,1.0,0.0,0.0,2001.0,-11.75,,22.0,,,,Master only (1),-11.7,,22.0,18.577675,18.577675,,58.171276,4.0633917,-0.77104807,-0.5850654,185.74725,0.0,0.0,1.0
-11.74,11.74,2.10701,1.00469056e+06,30.0,0.0,8.820984,0.0,1.0551211,0.0,0.99496824,0.0,58.174545,2.0,,18.572456,,18.572456,18.572456,,11.637372,,0.06155886,301.7024,1.0,0.0,0.0,2001.0,-11.74,,22.0,3.0872247,4.6456733,2.8134108,Matched (3),-11.7,,22.0,18.577675,18.577675,,58.174545,4.063448,-0.77104807,-0.5850654,185.74725,0.0,0.0,1.0
-11.73,11.73,2.10701,1.00469056e+06,30.0,0.0,8.821125,0.0,1.0550741,0.0,0.99497366,0.0,58.17755,2.0,,18.573076,,18.573076,18.573076,,11.637586,,0.06155773,301.71802,1.0,0.0,0.0,2001.0,-11.73,,22.0,,,,Master only (1),-11.7,,22.0,18.577675,18.577675,,58.17755,4.0634995,-0.77104807,-0.5850654,185.74725,0.0,0.0,1.0
-11.72,11.72,2.10701,1.00469056e+06,30.0,0.0,8.821276,0.0,1.0550275,0.0,0.99497944,0.0,58.180763,2.0,,18.573738,,18.573738,18.573738,,11.637814,,0.061556526,301.73468,1.0,0.0,0.0,2001.0,-11.72,,22.0,3.0872247,4.6456733,2.8134108,Matched (3),-11.7,,22.0,18.577675,18.577675,,58.180763,4.063555,-0.77104807,-0.5850654,185.74725,0.0,0.0,1.0
-11.71,11.71,2.10701,1.00469056e+06,30.0,0.0,8.821433,0.0,1.0549811,0.0,0.99498546,0.0,58.184113,2.0,,18.574427,,18.574427,18.574427,,11.638051,,0.06155527,301.752,1.0,0.0,0.0,2001.0,-11.71,,22.0,,,,Master only (1),-11.7,,22.0,18.577675,18.577675,,58.184113,4.0636125,-0.77104807,-0.5850654,185.74725,0.0,0.0,1.0
